agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,calls,accounts_called,total_duration_sec,avg_duration_sec,attributed_successful_payments,attributed_recovery,paying_accounts,recovery_per_call
AGT0000331,EMP00227,Sneha Das,VND0000001,T2,ACTIVE,2025-03-09 23:24:55,2025-02-16 09:04:21,85,85,40875,480.88235294117646,3.0,208373.07,3.0,2451.447882352941
AGT0000443,EMP00570,Rohan Patel,VND0000012,T1,INACTIVE,2025-06-04 19:36:11,2025-03-22 21:15:15,97,96,44187,455.5360824742268,1.0,127228.15,1.0,1311.630412371134
AGT0000328,EMP00277,Amit Kumar,VND0000015,FIELD,SUSPENDED,2025-10-09 22:34:18,2025-06-30 23:45:16,110,110,49750,452.27272727272725,3.0,284400.37,3.0,2585.457909090909
AGT0000146,EMP00824,Vikram Shah,VND0000009,T2,SUSPENDED,2025-06-19 11:57:42,2026-01-19 08:32:17,105,105,50612,482.0190476190476,0.0,0.0,0.0,0.0
AGT0000022,EMP00256,Neha Singh,VND0000014,DIGITAL,INACTIVE,2025-05-16 09:48:24,2025-12-17 19:47:32,71,71,32263,454.40845070422534,4.0,380243.93,4.0,5355.548309859155
AGT0000907,EMP01094,Pooja Nair,VND0000012,T3,INACTIVE,2024-08-25 08:01:41,2026-07-09 23:42:33,84,83,39671,472.2738095238095,2.0,199656.50999999998,2.0,2376.863214285714
AGT0000295,EMP00580,Neha Singh,VND0000003,T2,SUSPENDED,2024-02-10 22:07:35,2025-12-02 14:29:55,92,91,44983,488.94565217391306,3.0,273703.85,3.0,2975.0418478260867
AGT0000805,EMP00983,Pooja Nair,VND0000007,T3,ACTIVE,2024-12-06 18:10:46,2025-11-30 21:54:20,86,86,34765,404.24418604651163,0.0,0.0,0.0,0.0
AGT0000084,EMP00399,Sneha Das,VND0000009,T3,INACTIVE,2024-01-29 03:10:27,2025-12-26 15:32:23,105,105,45501,433.34285714285716,0.0,0.0,0.0,0.0
AGT0000348,EMP00507,Priya Mehta,VND0000004,T1,SUSPENDED,2025-09-06 13:16:06,2025-01-20 22:08:23,85,85,34133,401.56470588235294,1.0,78390.83,1.0,922.2450588235295
AGT0000011,EMP00506,Pooja Nair,VND0000001,DIGITAL,INACTIVE,2024-11-25 01:04:36,2025-02-12 07:41:21,93,93,44187,475.1290322580645,1.0,96833.5,1.0,1041.220430107527
AGT0000428,EMP00261,Neha Singh,VND0000007,T1,INACTIVE,2024-05-09 05:41:29,2026-01-31 07:17:37,86,86,41926,487.51162790697674,2.0,35326.32,1.0,410.77116279069764
AGT0000638,EMP00122,Rahul Verma,VND0000015,T1,ACTIVE,2024-08-28 10:03:59,2025-07-01 16:10:49,81,81,37953,468.55555555555554,3.0,321095.76,3.0,3964.1451851851853
AGT0000836,EMP00811,Neha Singh,VND0000005,T1,ACTIVE,2024-10-26 17:50:05,2026-06-15 14:08:30,90,89,45540,506.0,1.0,83470.15,1.0,927.446111111111
AGT0000250,EMP00711,Neha Singh,VND0000005,DIGITAL,ACTIVE,2025-04-15 21:24:38,2025-06-22 14:34:34,91,90,40742,447.7142857142857,0.0,0.0,0.0,0.0
AGT0000808,EMP00586,Neha Singh,VND0000003,T1,SUSPENDED,2024-06-04 18:43:21,2025-05-27 15:10:18,92,92,38814,421.89130434782606,0.0,0.0,0.0,0.0
AGT0000633,EMP00026,Vikram Shah,VND0000010,FIELD,SUSPENDED,2025-03-04 21:17:54,2025-03-26 13:06:32,85,85,38789,456.3411764705882,2.0,28825.97,2.0,339.1290588235294
AGT0000735,EMP00593,Aarav Sharma,VND0000011,DIGITAL,ACTIVE,2024-01-17 21:34:13,2025-08-09 11:56:04,91,91,39957,439.0879120879121,2.0,257791.72999999998,2.0,2832.8761538461536
AGT0000304,EMP00430,Rohan Patel,VND0000004,T3,SUSPENDED,2025-04-20 21:54:19,2025-09-24 14:02:20,83,82,40319,485.7710843373494,1.0,49417.6,1.0,595.3927710843374
AGT0000287,EMP00367,Pooja Nair,VND0000012,DIGITAL,INACTIVE,2024-08-11 01:55:57,2025-03-26 02:38:53,61,61,29103,477.0983606557377,0.0,0.0,0.0,0.0
AGT0000810,EMP00812,Pooja Nair,VND0000004,T2,ACTIVE,2025-08-12 05:21:36,2026-02-22 12:54:42,88,88,38065,432.5568181818182,2.0,170177.28,2.0,1933.8327272727272
AGT0000215,EMP00032,Sneha Das,VND0000008,T3,SUSPENDED,2025-10-30 17:57:05,2025-03-09 04:02:49,85,84,43045,506.4117647058824,1.0,33678.45,1.0,396.2170588235294
AGT0000869,EMP00749,Ananya Rao,VND0000010,T2,INACTIVE,2024-12-27 12:24:53,2026-02-06 02:50:54,98,98,46683,476.35714285714283,1.0,127188.58,1.0,1297.8426530612246
AGT0000724,EMP01071,Vikram Shah,VND0000014,DIGITAL,ACTIVE,2025-07-01 13:53:06,2026-02-22 05:13:32,90,90,41103,456.7,2.0,213755.74,2.0,2375.063777777778
AGT0000313,EMP00690,Vikram Shah,VND0000009,DIGITAL,SUSPENDED,2024-02-20 16:06:29,2025-11-21 00:02:27,90,90,44052,489.46666666666664,0.0,0.0,0.0,0.0
AGT0000534,EMP00688,Priya Mehta,VND0000005,T2,ACTIVE,2024-12-09 13:31:47,2026-01-24 03:49:10,90,90,38829,431.43333333333334,0.0,0.0,0.0,0.0
AGT0000453,EMP00515,Rahul Verma,VND0000010,FIELD,INACTIVE,2025-09-14 06:51:22,2026-07-14 01:52:19,77,77,35302,458.46753246753246,0.0,0.0,0.0,0.0
AGT0000054,EMP00685,Aarav Sharma,VND0000014,T3,SUSPENDED,2024-09-21 17:36:08,2025-01-24 06:48:15,109,109,51242,470.11009174311926,1.0,143427.12,1.0,1315.8451376146788
AGT0000098,EMP00665,Priya Mehta,VND0000009,T2,INACTIVE,2024-11-10 11:53:32,2026-03-14 18:58:57,96,95,45924,478.375,3.0,81765.26000000001,3.0,851.7214583333334
AGT0000409,EMP00403,Rohan Patel,VND0000002,DIGITAL,INACTIVE,2024-10-28 00:34:53,2025-03-13 05:59:23,94,94,40084,426.4255319148936,3.0,73110.2,3.0,777.768085106383
AGT0000276,EMP00554,Amit Kumar,VND0000008,T1,ACTIVE,2025-07-26 06:44:44,2026-06-29 12:33:09,74,74,31854,430.4594594594595,2.0,139877.26,2.0,1890.2332432432434
AGT0000945,EMP01050,Vikram Shah,VND0000001,FIELD,ACTIVE,2024-06-17 04:54:34,2025-09-19 09:19:52,86,86,38730,450.3488372093023,1.0,103638.68,1.0,1205.100930232558
AGT0000012,EMP00106,Pooja Nair,VND0000011,T2,INACTIVE,2025-04-07 16:14:38,2025-06-21 14:19:50,107,107,48183,450.30841121495325,2.0,202935.93,2.0,1896.5974766355139
AGT0000290,EMP00299,Ananya Rao,VND0000003,T3,INACTIVE,2024-11-14 13:50:28,2025-03-03 14:27:58,97,97,44786,461.7113402061856,2.0,233593.91999999998,2.0,2408.184742268041
AGT0000829,EMP00934,Pooja Nair,VND0000009,T3,SUSPENDED,2025-06-09 22:25:32,2026-07-18 20:47:12,109,109,49982,458.55045871559633,1.0,139423.43,1.0,1279.1140366972477
AGT0000971,EMP00146,Sneha Das,VND0000003,DIGITAL,SUSPENDED,2024-12-12 06:23:38,2025-03-10 23:31:30,91,91,35676,392.04395604395603,1.0,60699.85,1.0,667.0313186813187
AGT0000676,EMP01014,Sneha Das,VND0000002,T3,ACTIVE,2024-10-26 10:36:08,2025-07-09 19:18:22,89,89,39289,441.44943820224717,1.0,9177.15,1.0,103.11404494382022
AGT0000497,EMP00284,Rohan Patel,VND0000006,DIGITAL,SUSPENDED,2025-09-22 03:19:58,2025-01-10 00:21:39,74,74,29889,403.9054054054054,2.0,236100.91999999998,2.0,3190.552972972973
AGT0000638,EMP00466,Neha Singh,VND0000010,FIELD,ACTIVE,2024-07-15 12:01:16,2026-04-28 16:00:08,81,81,37953,468.55555555555554,3.0,321095.76,3.0,3964.1451851851853
AGT0000260,EMP01002,Amit Kumar,VND0000011,FIELD,INACTIVE,2025-10-14 01:21:09,2025-10-03 03:30:53,101,101,42999,425.73267326732673,3.0,263057.97,3.0,2604.534356435643
AGT0000176,EMP01029,Priya Mehta,VND0000015,T2,ACTIVE,2025-04-13 08:16:01,2026-04-03 16:34:09,81,81,36332,448.5432098765432,2.0,139193.44,2.0,1718.4375308641975
AGT0000647,EMP00529,Neha Singh,VND0000012,FIELD,INACTIVE,2025-07-18 11:42:31,2025-12-14 14:27:28,102,102,45820,449.2156862745098,1.0,120945.73,1.0,1185.742450980392
AGT0000997,EMP00096,Pooja Nair,VND0000008,DIGITAL,SUSPENDED,2024-07-22 13:25:47,2025-02-28 09:08:11,91,91,45064,495.2087912087912,1.0,88212.12,1.0,969.363956043956
AGT0000437,EMP00612,Amit Kumar,VND0000001,DIGITAL,SUSPENDED,2024-06-07 02:00:44,2026-05-03 14:12:49,93,92,41392,445.0752688172043,2.0,238458.3,2.0,2564.067741935484
AGT0000883,EMP00750,Aarav Sharma,VND0000008,T3,ACTIVE,2025-11-08 12:47:39,2026-06-30 15:31:45,74,74,36150,488.5135135135135,1.0,83133.92,1.0,1123.4313513513514
AGT0000032,EMP00856,Rohan Patel,VND0000008,T3,INACTIVE,2024-08-29 19:00:52,2025-08-08 19:16:27,94,94,48192,512.6808510638298,2.0,19537.04,2.0,207.8408510638298
AGT0000823,EMP00234,Vikram Shah,VND0000005,T3,INACTIVE,2024-10-03 10:26:36,2026-06-18 11:49:06,97,97,43829,451.8453608247423,1.0,132426.16,1.0,1365.2181443298969
AGT0000054,EMP00540,Ananya Rao,VND0000005,T2,INACTIVE,2024-10-05 23:39:36,2025-09-06 01:09:22,109,109,51242,470.11009174311926,1.0,143427.12,1.0,1315.8451376146788
AGT0000756,EMP00241,Vikram Shah,VND0000008,T3,ACTIVE,2024-07-21 23:48:47,2026-03-07 17:24:05,81,81,37255,459.9382716049383,0.0,0.0,0.0,0.0
AGT0000961,EMP00959,Sneha Das,VND0000004,T2,ACTIVE,2024-07-22 22:50:14,2026-02-06 11:27:32,82,82,41959,511.6951219512195,2.0,146220.53999999998,2.0,1783.1773170731706
AGT0000122,EMP00245,Pooja Nair,VND0000008,FIELD,SUSPENDED,2025-02-22 14:29:42,2026-06-22 06:56:37,93,93,44848,482.23655913978496,1.0,101492.16,1.0,1091.3135483870967
AGT0000950,EMP00720,Vikram Shah,VND0000011,DIGITAL,SUSPENDED,2024-06-16 16:50:34,2025-02-07 03:27:19,80,80,37856,473.2,0.0,0.0,0.0,0.0
AGT0000728,EMP00611,Sneha Das,VND0000008,T1,INACTIVE,2024-08-13 05:21:36,2026-01-27 23:34:47,88,88,35199,399.9886363636364,2.0,223896.65000000002,2.0,2544.2801136363637
AGT0000525,EMP00360,Rahul Verma,VND0000010,T1,SUSPENDED,2025-08-05 17:31:09,2025-01-27 22:24:20,79,79,37345,472.72151898734177,0.0,0.0,0.0,0.0
AGT0000050,EMP00828,Neha Singh,VND0000002,FIELD,SUSPENDED,2025-06-06 13:57:01,2026-04-04 14:29:27,82,82,37553,457.9634146341463,2.0,95252.56,2.0,1161.6165853658536
AGT0000178,EMP00176,Rohan Patel,VND0000008,T2,SUSPENDED,2024-08-05 20:21:27,2025-08-16 01:27:27,86,85,39959,464.63953488372096,1.0,5618.3,1.0,65.32906976744187
AGT0000327,EMP00824,Pooja Nair,VND0000005,FIELD,INACTIVE,2024-09-11 16:55:05,2026-04-29 09:02:27,96,96,42492,442.625,1.0,61015.62,1.0,635.579375
AGT0000161,EMP00176,Pooja Nair,VND0000004,DIGITAL,SUSPENDED,2025-04-07 21:30:04,2025-01-10 07:00:25,91,91,45330,498.13186813186815,1.0,119806.94,1.0,1316.5597802197804
AGT0000242,EMP00035,Priya Mehta,VND0000003,T2,INACTIVE,2024-10-14 20:11:17,2025-04-04 15:28:34,70,70,32858,469.4,0.0,0.0,0.0,0.0
AGT0000431,EMP00323,Amit Kumar,VND0000004,T1,INACTIVE,2024-08-04 18:09:28,2025-08-29 07:38:10,75,75,36569,487.58666666666664,3.0,292809.02,3.0,3904.120266666667
AGT0000859,EMP00260,Aarav Sharma,VND0000006,T2,SUSPENDED,2025-08-13 10:13:45,2025-03-07 18:43:10,90,90,40910,454.55555555555554,3.0,40609.14,3.0,451.2126666666667
AGT0000649,EMP00731,Rohan Patel,VND0000005,FIELD,SUSPENDED,2025-08-16 03:44:53,2025-07-29 03:15:03,77,77,37413,485.8831168831169,4.0,259239.6,4.0,3366.748051948052
AGT0000871,EMP00264,Pooja Nair,VND0000013,T1,INACTIVE,2024-10-05 23:15:40,2026-04-21 11:26:15,84,84,42555,506.60714285714283,3.0,230712.23,3.0,2746.5741666666668
AGT0000481,EMP00186,Priya Mehta,VND0000003,T3,SUSPENDED,2025-01-17 17:23:26,2026-06-25 19:15:50,87,87,38322,440.48275862068965,1.0,105500.36,1.0,1212.647816091954
AGT0000730,EMP00718,Rahul Verma,VND0000006,T1,ACTIVE,2024-12-30 06:59:31,2026-06-24 07:12:21,89,89,37559,422.0112359550562,7.0,708177.02,7.0,7957.045168539326
AGT0000035,EMP00051,Priya Mehta,VND0000003,T2,ACTIVE,2025-09-25 10:16:30,2026-04-19 16:37:07,74,74,32517,439.4189189189189,1.0,5745.94,1.0,77.64783783783783
AGT0000465,EMP00700,Priya Mehta,VND0000011,T1,SUSPENDED,2024-06-15 14:28:02,2025-06-05 01:38:27,79,79,35723,452.1898734177215,3.0,203597.32,3.0,2577.181265822785
AGT0000071,EMP00305,Rahul Verma,VND0000015,DIGITAL,SUSPENDED,2024-12-18 23:58:34,2025-01-23 22:21:43,93,93,41315,444.247311827957,0.0,0.0,0.0,0.0
AGT0000043,EMP00209,Rahul Verma,VND0000002,DIGITAL,INACTIVE,2025-09-30 08:04:00,2025-02-14 16:52:53,76,75,32503,427.67105263157896,0.0,0.0,0.0,0.0
AGT0000412,EMP00736,Aarav Sharma,VND0000015,T3,INACTIVE,2024-09-03 10:01:33,2026-04-26 03:28:28,97,97,44434,458.08247422680415,3.0,233588.63,3.0,2408.130206185567
AGT0000250,EMP00832,Priya Mehta,VND0000007,FIELD,SUSPENDED,2025-01-27 00:57:01,2026-05-28 11:28:55,91,90,40742,447.7142857142857,0.0,0.0,0.0,0.0
AGT0000614,EMP00994,Rahul Verma,VND0000007,T3,INACTIVE,2025-10-29 12:09:23,2026-04-15 09:10:15,67,67,30824,460.05970149253733,0.0,0.0,0.0,0.0
AGT0000869,EMP00829,Vikram Shah,VND0000012,T3,INACTIVE,2024-09-02 16:13:01,2025-08-11 13:48:47,98,98,46683,476.35714285714283,1.0,127188.58,1.0,1297.8426530612246
AGT0000200,EMP00147,Priya Mehta,VND0000006,T3,ACTIVE,2024-02-07 08:46:41,2025-08-12 19:54:55,77,77,31655,411.1038961038961,2.0,195932.58000000002,2.0,2544.578961038961
AGT0000245,EMP00290,Priya Mehta,VND0000005,T2,INACTIVE,2025-08-25 02:56:28,2026-03-12 12:41:32,96,96,44530,463.8541666666667,1.0,70791.51,1.0,737.4115625
AGT0000319,EMP00001,Aarav Sharma,VND0000002,FIELD,SUSPENDED,2024-01-24 06:14:48,2025-06-03 11:27:50,95,95,37824,398.14736842105265,4.0,184030.16,4.0,1937.1595789473683
AGT0000431,EMP00952,Rahul Verma,VND0000004,T1,ACTIVE,2024-03-05 16:23:00,2026-07-24 09:53:13,75,75,36569,487.58666666666664,3.0,292809.02,3.0,3904.120266666667
AGT0000856,EMP00387,Neha Singh,VND0000007,T1,SUSPENDED,2024-11-01 18:10:28,2026-02-25 10:01:56,92,92,45731,497.07608695652175,5.0,481607.84,5.0,5234.8678260869565
AGT0000899,EMP00307,Priya Mehta,VND0000010,T3,SUSPENDED,2024-01-27 11:51:47,2026-03-12 23:42:49,82,82,36123,440.5243902439024,1.0,130491.44,1.0,1591.359024390244
AGT0000329,EMP00606,Amit Kumar,VND0000014,FIELD,ACTIVE,2024-07-03 00:26:55,2026-05-10 23:49:21,78,78,35606,456.4871794871795,2.0,186602.65000000002,2.0,2392.341666666667
AGT0000457,EMP00054,Neha Singh,VND0000010,DIGITAL,INACTIVE,2024-08-31 04:25:33,2025-11-23 07:00:30,89,89,42290,475.1685393258427,4.0,388333.14,4.0,4363.2937078651685
AGT0000866,EMP00428,Sneha Das,VND0000004,T3,SUSPENDED,2024-08-07 14:12:21,2025-03-17 15:38:15,79,79,32319,409.1012658227848,0.0,0.0,0.0,0.0
AGT0000202,EMP01037,Neha Singh,VND0000001,T2,ACTIVE,2024-11-08 02:16:21,2025-05-23 15:31:12,92,92,40232,437.30434782608694,0.0,0.0,0.0,0.0
AGT0000587,EMP00457,Aarav Sharma,VND0000010,T2,INACTIVE,2025-07-28 11:38:09,2025-01-31 03:24:33,75,75,36497,486.62666666666667,2.0,130898.83,2.0,1745.3177333333333
AGT0000087,EMP00131,Vikram Shah,VND0000002,T1,SUSPENDED,2025-09-18 11:43:19,2025-05-27 14:04:02,79,79,34569,437.5822784810127,3.0,248722.3,3.0,3148.3835443037974
AGT0000036,EMP00187,Priya Mehta,VND0000013,T3,SUSPENDED,2024-12-24 19:15:59,2026-01-14 05:40:44,98,98,46492,474.40816326530614,3.0,270383.66,3.0,2759.01693877551
AGT0000695,EMP00867,Vikram Shah,VND0000002,DIGITAL,SUSPENDED,2025-10-16 16:58:29,2025-01-29 09:06:08,94,94,42476,451.8723404255319,0.0,0.0,0.0,0.0
AGT0000180,EMP00984,Pooja Nair,VND0000007,T2,INACTIVE,2024-02-16 15:58:50,2025-10-19 17:10:12,73,73,33839,463.54794520547944,0.0,0.0,0.0,0.0
AGT0000801,EMP00729,Priya Mehta,VND0000009,FIELD,ACTIVE,2024-06-14 01:44:57,2025-01-16 08:35:50,84,84,39078,465.2142857142857,0.0,0.0,0.0,0.0
AGT0000098,EMP00892,Sneha Das,VND0000001,DIGITAL,INACTIVE,2024-05-17 05:03:57,2025-05-31 21:04:03,96,95,45924,478.375,3.0,81765.26000000001,3.0,851.7214583333334
AGT0000860,EMP00237,Neha Singh,VND0000007,DIGITAL,INACTIVE,2024-02-25 17:23:49,2025-11-27 13:04:04,78,77,34537,442.78205128205127,1.0,137050.45,1.0,1757.0570512820514
AGT0000138,EMP00964,Priya Mehta,VND0000006,T2,INACTIVE,2025-08-28 08:12:48,2025-05-14 06:16:10,87,87,41843,480.95402298850576,1.0,70442.64,1.0,809.6855172413793
AGT0000344,EMP01093,Ananya Rao,VND0000011,T2,ACTIVE,2024-09-22 19:12:41,2025-11-19 14:30:13,84,84,36312,432.2857142857143,0.0,0.0,0.0,0.0
AGT0000203,EMP00011,Rohan Patel,VND0000006,T3,ACTIVE,2025-07-31 08:40:40,2025-06-22 11:01:10,93,93,41670,448.06451612903226,5.0,338684.72,5.0,3641.7711827956987
AGT0000552,EMP00507,Sneha Das,VND0000012,T1,ACTIVE,2024-08-20 08:53:15,2025-05-14 09:54:29,73,72,35283,483.32876712328766,1.0,92148.58,1.0,1262.309315068493
AGT0000697,EMP01081,Rohan Patel,VND0000009,T3,INACTIVE,2025-07-28 05:20:14,2026-03-14 03:29:21,84,84,41789,497.48809523809524,1.0,10780.4,1.0,128.33809523809524
AGT0000489,EMP00948,Sneha Das,VND0000008,FIELD,INACTIVE,2025-07-15 18:38:59,2026-07-16 18:37:26,95,95,43260,455.36842105263156,2.0,125386.65000000001,2.0,1319.8594736842106
AGT0000827,EMP00568,Neha Singh,VND0000013,T2,ACTIVE,2024-01-09 14:19:35,2025-01-07 13:19:55,96,96,42036,437.875,1.0,62386.6,1.0,649.8604166666667
AGT0000671,EMP00751,Neha Singh,VND0000002,DIGITAL,ACTIVE,2025-01-11 13:35:03,2025-04-17 16:20:13,91,91,43976,483.25274725274727,0.0,0.0,0.0,0.0
AGT0000306,EMP00966,Aarav Sharma,VND0000002,DIGITAL,INACTIVE,2024-02-02 04:30:49,2026-01-31 09:29:59,96,96,43629,454.46875,0.0,0.0,0.0,0.0
AGT0000021,EMP00061,Rahul Verma,VND0000008,DIGITAL,ACTIVE,2024-05-05 21:10:29,2025-09-04 08:58:41,90,90,40055,445.05555555555554,2.0,166122.46000000002,2.0,1845.8051111111113
AGT0000092,EMP00802,Amit Kumar,VND0000004,DIGITAL,INACTIVE,2025-07-15 04:51:18,2026-07-27 10:24:11,91,91,42096,462.5934065934066,2.0,210124.52000000002,2.0,2309.0606593406596
AGT0000975,EMP00336,Priya Mehta,VND0000011,T3,ACTIVE,2025-07-18 07:38:35,2025-11-28 14:34:28,93,93,42819,460.4193548387097,2.0,176927.82,2.0,1902.4496774193549
AGT0000990,EMP00667,Rohan Patel,VND0000005,T2,ACTIVE,2024-09-14 17:19:22,2026-07-07 10:51:24,89,89,46504,522.5168539325842,2.0,182662.64,2.0,2052.3892134831462
AGT0000570,EMP00828,Sneha Das,VND0000014,T2,INACTIVE,2024-10-06 05:34:43,2026-03-05 19:31:31,83,83,36545,440.30120481927713,0.0,0.0,0.0,0.0
AGT0000565,EMP00146,Aarav Sharma,VND0000008,T3,INACTIVE,2025-09-20 21:37:49,2025-09-18 22:07:09,82,82,40629,495.4756097560976,0.0,0.0,0.0,0.0
AGT0000883,EMP00458,Aarav Sharma,VND0000008,DIGITAL,ACTIVE,2025-10-20 09:05:20,2025-02-17 02:17:11,74,74,36150,488.5135135135135,1.0,83133.92,1.0,1123.4313513513514
AGT0000749,EMP00821,Aarav Sharma,VND0000012,DIGITAL,ACTIVE,2024-12-23 05:56:21,2026-04-27 22:49:24,94,93,46791,497.77659574468083,1.0,69896.62,1.0,743.5810638297872
AGT0000294,EMP00540,Sneha Das,VND0000014,T2,ACTIVE,2025-03-10 05:31:51,2025-02-25 17:44:24,90,89,39818,442.4222222222222,0.0,0.0,0.0,0.0
AGT0000250,EMP00569,Rahul Verma,VND0000004,T3,ACTIVE,2025-02-03 20:18:00,2025-10-28 14:17:23,91,90,40742,447.7142857142857,0.0,0.0,0.0,0.0
AGT0000510,EMP00715,Ananya Rao,VND0000012,T1,ACTIVE,2024-03-14 15:18:52,2025-03-04 09:21:31,86,86,37112,431.5348837209302,2.0,108944.96,2.0,1266.8018604651163
AGT0000789,EMP00754,Priya Mehta,VND0000001,FIELD,INACTIVE,2025-09-09 13:04:30,2025-02-01 15:27:21,107,107,47297,442.02803738317755,0.0,0.0,0.0,0.0
AGT0000540,EMP00294,Aarav Sharma,VND0000008,DIGITAL,INACTIVE,2025-04-29 07:29:32,2025-02-27 18:42:20,106,106,43894,414.0943396226415,2.0,22591.120000000003,2.0,213.12377358490568
AGT0000142,EMP00683,Amit Kumar,VND0000001,T3,ACTIVE,2025-07-17 06:34:08,2026-03-08 05:22:19,94,93,43496,462.72340425531917,2.0,60738.1,2.0,646.15
AGT0000799,EMP00906,Rahul Verma,VND0000003,DIGITAL,INACTIVE,2024-05-29 23:55:00,2025-10-05 06:49:14,92,92,36793,399.92391304347825,4.0,346490.92,4.0,3766.2056521739128
AGT0000697,EMP00029,Ananya Rao,VND0000005,T3,SUSPENDED,2025-11-17 23:04:10,2025-01-04 01:06:11,84,84,41789,497.48809523809524,1.0,10780.4,1.0,128.33809523809524
AGT0000582,EMP00708,Vikram Shah,VND0000004,T1,ACTIVE,2025-01-19 18:19:14,2025-05-14 19:44:08,85,85,37908,445.9764705882353,1.0,8701.18,1.0,102.36682352941177
AGT0000978,EMP00660,Rohan Patel,VND0000002,FIELD,INACTIVE,2025-07-19 21:34:31,2026-07-14 22:39:39,78,78,36771,471.4230769230769,0.0,0.0,0.0,0.0
AGT0000744,EMP00231,Amit Kumar,VND0000014,T1,SUSPENDED,2025-07-11 09:32:20,2025-06-04 01:12:24,84,84,39290,467.73809523809524,4.0,208710.46000000002,4.0,2484.6483333333335
AGT0000859,EMP01097,Rahul Verma,VND0000011,T1,ACTIVE,2025-03-27 05:23:23,2025-09-26 15:00:16,90,90,40910,454.55555555555554,3.0,40609.14,3.0,451.2126666666667
AGT0000820,EMP00735,Aarav Sharma,VND0000015,FIELD,ACTIVE,2024-01-08 01:48:02,2025-06-14 14:48:32,90,90,41385,459.8333333333333,3.0,383490.43,3.0,4261.004777777778
AGT0000816,EMP00375,Neha Singh,VND0000008,DIGITAL,INACTIVE,2025-01-22 21:28:26,2025-12-08 07:01:36,74,74,31907,431.1756756756757,0.0,0.0,0.0,0.0
AGT0000917,EMP00492,Vikram Shah,VND0000012,FIELD,SUSPENDED,2024-06-26 05:35:16,2025-03-13 21:25:25,86,86,41402,481.4186046511628,1.0,53978.96,1.0,627.6623255813953
AGT0000010,EMP00766,Sneha Das,VND0000004,DIGITAL,ACTIVE,2024-09-23 22:50:05,2025-09-19 21:34:45,86,86,39865,463.54651162790697,2.0,207595.16999999998,2.0,2413.8973255813953
AGT0000949,EMP00798,Rahul Verma,VND0000015,DIGITAL,INACTIVE,2024-12-11 04:46:43,2025-02-07 12:12:16,94,94,42629,453.5,3.0,208633.02,3.0,2219.5002127659573
AGT0000534,EMP00407,Amit Kumar,VND0000013,T2,INACTIVE,2024-10-02 23:25:06,2025-01-22 06:06:25,90,90,38829,431.43333333333334,0.0,0.0,0.0,0.0
AGT0000849,EMP00964,Vikram Shah,VND0000004,T2,ACTIVE,2025-02-07 04:00:46,2026-01-10 08:12:51,79,79,35457,448.82278481012656,3.0,287792.95,3.0,3642.9487341772156
AGT0000396,EMP00893,Vikram Shah,VND0000009,T2,SUSPENDED,2025-04-10 14:29:12,2025-12-13 00:48:38,99,99,45308,457.65656565656565,2.0,236778.07,2.0,2391.697676767677
AGT0000753,EMP00413,Amit Kumar,VND0000013,T3,INACTIVE,2025-05-31 01:59:26,2025-01-14 10:56:14,86,86,33825,393.3139534883721,3.0,201004.51,3.0,2337.2617441860466
AGT0000007,EMP00111,Neha Singh,VND0000013,T1,ACTIVE,2025-11-27 19:41:27,2025-07-02 09:23:25,79,79,33338,422.0,2.0,181954.72,2.0,2303.2243037974686
AGT0000937,EMP00070,Amit Kumar,VND0000005,T1,INACTIVE,2025-05-05 23:02:46,2025-06-06 07:31:19,83,82,38177,459.96385542168673,1.0,94306.0,1.0,1136.2168674698796
AGT0000654,EMP00432,Ananya Rao,VND0000015,T2,INACTIVE,2025-02-21 04:45:31,2025-03-21 20:26:36,89,89,41490,466.17977528089887,1.0,45874.53,1.0,515.4441573033707
AGT0000744,EMP00941,Aarav Sharma,VND0000014,FIELD,SUSPENDED,2024-06-18 15:16:35,2026-01-11 16:39:03,84,84,39290,467.73809523809524,4.0,208710.46000000002,4.0,2484.6483333333335
AGT0000991,EMP00528,Pooja Nair,VND0000013,DIGITAL,ACTIVE,2024-11-24 13:48:03,2026-07-15 20:36:35,90,90,43296,481.06666666666666,1.0,36195.24,1.0,402.1693333333333
AGT0000163,EMP00139,Aarav Sharma,VND0000008,T3,ACTIVE,2024-09-22 23:32:46,2026-04-26 23:28:11,98,98,48048,490.2857142857143,0.0,0.0,0.0,0.0
AGT0000539,EMP00679,Pooja Nair,VND0000008,T3,SUSPENDED,2024-04-11 16:59:39,2025-04-21 16:50:48,93,92,39405,423.7096774193548,2.0,130958.57,2.0,1408.1566666666668
AGT0000059,EMP00701,Vikram Shah,VND0000013,T2,SUSPENDED,2024-03-11 17:45:34,2026-05-24 17:33:11,98,98,47898,488.7551020408163,1.0,32923.62,1.0,335.95530612244903
AGT0000460,EMP00646,Priya Mehta,VND0000007,T3,SUSPENDED,2025-07-23 18:22:11,2026-04-03 09:41:09,75,75,31999,426.6533333333333,0.0,0.0,0.0,0.0
AGT0000392,EMP00573,Rohan Patel,VND0000002,T1,SUSPENDED,2025-02-08 10:27:00,2025-04-19 01:47:50,81,81,36878,455.28395061728395,2.0,156468.92,2.0,1931.7150617283953
